runs;prev_run;dim;stochastic;theta;rra;rho1y;gamma;subs;T;kappa1;kappa2;kappa3;pi3;pi2;tp;J;threshold_min;threshold_max;deterministic;gamma_EZ;epsilon_b
60;58;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.01;0.85;5.7;0;1.5;0.3
61;58;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.02;0.85;5.7;0;1.5;0.3
62;58;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.03;0.85;5.7;0;1.5;0.3
63;58;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.05;0.85;5.7;0;1.5;0.3
64;58;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.08;0.85;5.7;0;1.5;0.3
65;58;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.1;0.85;5.7;0;1.5;0.3
66;58;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.12;0.85;5.7;0;1.5;0.3
67;58;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.15;0.85;5.7;0;1.5;0.3
68;58;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.18;0.85;5.7;0;1.5;0.3
69;58;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;5.7;0;1.5;0.3
71;0;1;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0;0;0;0;0;0;1.5;0.133
72;71;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0;0;0;0;0;0;1.5;0.133
73;72;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;0;0;0;0;0;1.5;0.133
74;72;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.01;0.85;5.7;0;1.5;0.133
75;72;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.02;0.85;5.7;0;1.5;0.133
76;72;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.03;0.85;5.7;0;1.5;0.133
77;72;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.05;0.85;5.7;0;1.5;0.133
78;72;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.08;0.85;5.7;0;1.5;0.133
79;72;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.1;0.85;5.7;0;1.5;0.133
80;72;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.12;0.85;5.7;0;1.5;0.133
81;72;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.15;0.85;5.7;0;1.5;0.133
82;72;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.18;0.85;5.7;0;1.5;0.133
83;72;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;5.7;0;1.5;0.133
85;0;1;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0;0;0;0;0;0;0.5;0.133
86;85;2;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0;0;0;0;0;0;0.5;0.133
87;86;2;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0.00236;0;0;0;0;0;0.5;0.133
88;86;2;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.01;0.85;5.7;0;0.5;0.133
89;86;2;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.02;0.85;5.7;0;0.5;0.133
90;86;2;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.03;0.85;5.7;0;0.5;0.133
91;86;2;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.05;0.85;5.7;0;0.5;0.133
92;86;2;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.08;0.85;5.7;0;0.5;0.133
93;86;2;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.1;0.85;5.7;0;0.5;0.133
94;86;2;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.12;0.85;5.7;0;0.5;0.133
95;86;2;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.15;0.85;5.7;0;0.5;0.133
96;86;2;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.18;0.85;5.7;0;0.5;0.133
97;86;2;0;0.5;0.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;5.7;0;0.5;0.133
99;0;1;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0;0;0;0;0;0;2.5;0.133
100;99;2;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0;0;0;0;0;0;2.5;0.133
101;100;2;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0.00236;0;0;0;0;0;2.5;0.133
102;100;2;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.01;0.85;5.7;0;2.5;0.133
103;100;2;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.02;0.85;5.7;0;2.5;0.133
104;100;2;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.03;0.85;5.7;0;2.5;0.133
105;100;2;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.05;0.85;5.7;0;2.5;0.133
106;100;2;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.08;0.85;5.7;0;2.5;0.133
107;100;2;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.1;0.85;5.7;0;2.5;0.133
108;100;2;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.12;0.85;5.7;0;2.5;0.133
109;100;2;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.15;0.85;5.7;0;2.5;0.133
110;100;2;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.18;0.85;5.7;0;2.5;0.133
111;100;2;0;2.5;2.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;5.7;0;2.5;0.133
113;2;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;0;0;0;0;0;1.5;0.133
114;2;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;2;0;1.5;0.133
115;2;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;3;0;1.5;0.133
116;2;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;4;0;1.5;0.133
117;2;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;5;0;1.5;0.133
118;2;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;6;0;1.5;0.133
119;2;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;7;0;1.5;0.133
120;2;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;8;0;1.5;0.133
121;2;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;9;0;1.5;0.133
122;2;2;0;1.5;1.5;0.015;0;1;120;0;0;0;2;0.00236;1;0.2;0.85;10;0;1.5;0.133
