# coef_V dim 2 stochastic 0
-9.715703936747021885e+01;-2.642491503327804026e-02;-2.051939639491351386e-04;-1.020875401991361286e-07;3.582139029845166078e-10;1.426732611037077270e+00;7.961196504258083451e-04;1.126439119403244149e-05;3.098473122520317702e-08;-1.457239951501687614e-01;-9.897065114117253870e-06;-7.483137558494945552e-07;2.230818673161216736e-02;8.521849697018524239e-07;-3.788550860138517606e-03
-9.494903460753458546e+01;-1.052037864981780757e-01;-3.376547514776007120e-03;-6.697827367396769205e-06;1.563699445483734962e-07;1.438342631470887589e+00;4.629595969374733500e-03;2.080330039007094456e-04;2.292195013353648392e-06;-1.463075558120161546e-01;-1.312587160082756554e-04;-1.413230378943808319e-05;2.236429550455820703e-02;1.571608498451837477e-05;-3.797888869756071983e-03
-9.260371742011476215e+01;-1.787733543997083174e-01;-1.009815515084344639e-02;-3.937062577641370353e-05;1.558207811669376497e-06;1.442550461634925618e+00;1.016665140806161105e-02;6.281565995749360809e-04;8.287347196045402598e-06;-1.461562629280201975e-01;-3.995728593668701478e-04;-5.001064385723452688e-05;2.230692332255923560e-02;5.031556758083866043e-05;-3.784778913971997838e-03
-9.017333156805706551e+01;-2.505157644907836101e-01;-2.037424775842300306e-02;-1.566936989085832010e-04;3.576394785653747022e-06;1.439318219940119548e+00;1.591898791927448542e-02;9.322470860215759103e-04;-2.408191187086572427e-05;-1.454901364280782872e-01;-9.328972941542446051e-04;-1.498474379069136830e-04;2.215511521824442553e-02;1.044156678640106861e-04;-3.745534670231975838e-03
-8.770429069299773062e+01;-3.274514959549659210e-01;-3.531263818446017666e-02;-5.750611791510706894e-04;-1.747532381513039468e-05;1.425911538926806443e+00;1.684810933618408058e-02;-4.192823556703473287e-04;-3.773440018859375300e-04;-1.450328811908523363e-01;-2.689928324569379470e-03;-6.444996905567990098e-04;2.183935921148361103e-02;1.172374709907941792e-04;-3.642541804493415469e-03
-8.523528759320514325e+01;-4.137630832577725570e-01;-5.341317280969892778e-02;-7.971750736217586564e-04;-3.415365026793182324e-06;1.401613839183425192e+00;1.311867990932569228e-02;-1.075516332962322963e-03;2.905300170139568650e-04;-1.435606994408784587e-01;-2.827407937997961085e-03;3.074178833841756386e-04;2.172946304276557328e-02;5.446523729073504683e-04;-3.662228397119271506e-03
-8.279207191463980564e+01;-5.060621422538913450e-01;-7.268167595663044267e-02;-8.200719266810985175e-04;5.101244382110792230e-05;1.371323767300512309e+00;1.163484499054057153e-02;6.492101443384967752e-04;4.627770485470250605e-04;-1.409559621000795460e-01;-1.890089531414673729e-03;3.457240716286946736e-04;2.136408242090981346e-02;5.100132884603425509e-04;-3.600705074424226382e-03
-8.039114633832599566e+01;-5.992343921362248693e-01;-9.211884214899068724e-02;-8.629196351113144203e-04;-5.310370764477490013e-05;1.338094021373392728e+00;1.254410240570003054e-02;1.863125440491941731e-03;1.272496070185979988e-04;-1.377441315195131466e-01;-1.392484070020572062e-03;-9.718723592300193559e-05;2.096153971233727376e-02;3.040014462358797687e-04;-3.536550595627518945e-03
-7.804457278034801959e+01;-6.900729206416205130e-01;-1.114284700240819603e-01;-1.171813274840172170e-03;-1.210885762985558500e-04;1.303530809952714087e+00;1.434023552016938652e-02;2.429942077680991019e-03;4.072969248625213368e-05;-1.341485894168776838e-01;-1.454051042957260620e-03;-2.580149227018324609e-04;2.044415579182778941e-02;2.398657524187441936e-04;-3.469548932189203683e-03
-7.576002281775375025e+01;-7.765006971189603036e-01;-1.304196767127612233e-01;-1.599415517187452451e-03;-1.707388050049551964e-04;1.268542983830882598e+00;1.620911391177948246e-02;2.858151399669495163e-03;5.506481283301667418e-05;-1.304494268415288261e-01;-1.641620912296914980e-03;-3.038518199751649718e-04;1.987151464106950982e-02;2.710735676654252302e-04;-3.374287697113453888e-03
-7.354407015655580437e+01;-8.572508167876140561e-01;-1.487698892281938967e-01;-2.084377841827134148e-03;-2.285207906977948511e-04;1.233529356204939198e+00;1.796096642537747812e-02;3.274083870348221126e-03;7.115129033952172222e-05;-1.267537923644592723e-01;-1.817554099867280115e-03;-3.483132465733618233e-04;1.930068584222333072e-02;2.998925037402955240e-04;-3.278128670292757008e-03
-7.140029062810938854e+01;-9.314802815089331389e-01;-1.661684658783828539e-01;-2.614613140710098094e-03;-2.930751735961134585e-04;1.198790908157963742e+00;1.957477818764097321e-02;3.670072590820083747e-03;8.857116902216688459e-05;-1.230900366841147786e-01;-1.979563672877659997e-03;-3.905845138056918131e-04;1.873534673637111680e-02;3.261447151379215370e-04;-3.182416021367151515e-03
