# max value of tipping poing in cumu emissions 2 stochastic 0
3.511074479230584355e+00;5.151515151515151381e-01
3.563567100900467466e+00;5.151515151515151381e-01
3.615405234006347612e+00;5.151515151515151381e-01
3.666107265284517691e+00;5.151515151515151381e-01
3.715877095143233610e+00;5.151515151515151381e-01
3.764242978466474820e+00;5.151515151515151381e-01
3.811266271988966281e+00;5.151515151515151381e-01
3.857322798390970142e+00;5.151515151515151381e-01
3.901850982155317560e+00;5.151515151515151381e-01
3.945834049354347783e+00;5.151515151515151381e-01
3.988471475250583875e+00;5.151515151515151381e-01
4.030541452571240413e+00;5.151515151515151381e-01
4.071595578819430905e+00;5.151515151515151381e-01
4.111465809480604250e+00;5.151515151515151381e-01
4.150743821095100650e+00;5.151515151515151381e-01
4.189360544851062684e+00;5.151515151515151381e-01
4.226770656893294564e+00;5.151515151515151381e-01
4.263869538274361659e+00;5.151515151515151381e-01
4.300153450788513965e+00;5.151515151515151381e-01
4.335938611632603745e+00;5.151515151515151381e-01
4.370894834705670640e+00;5.151515151515151381e-01
4.404839841881331708e+00;5.151515151515151381e-01
4.438298843855974951e+00;5.151515151515151381e-01
4.471060707056780714e+00;5.151515151515151381e-01
4.503627433680859049e+00;5.151515151515151381e-01
4.535759897069893576e+00;5.151515151515151381e-01
4.566695324944213041e+00;5.151515151515151381e-01
4.597168297831197847e+00;5.151515151515151381e-01
4.627084974875766754e+00;5.151515151515151381e-01
4.657024915771244444e+00;5.151515151515151381e-01
4.686149800016857547e+00;5.151515151515151381e-01
4.714517688687893227e+00;5.151515151515151381e-01
4.742179707133626465e+00;5.151515151515151381e-01
4.769817034583429205e+00;5.151515151515151381e-01
4.796641783311365259e+00;5.151515151515151381e-01
4.822748537748556608e+00;5.151515151515151381e-01
4.848851101370127203e+00;5.151515151515151381e-01
4.874172046619325016e+00;5.151515151515151381e-01
4.898815348460194841e+00;5.151515151515151381e-01
4.923504438815659690e+00;5.151515151515151381e-01
4.947458047267016212e+00;5.151515151515151381e-01
4.970780005815599090e+00;5.151515151515151381e-01
4.994197008880412625e+00;5.151515151515151381e-01
5.016920748754279735e+00;5.151515151515151381e-01
5.039052850054847710e+00;5.151515151515151381e-01
5.060667200512564357e+00;5.151515151515151381e-01
5.081818190279913772e+00;5.151515151515151381e-01
5.102546457869059360e+00;5.151515151515151381e-01
5.122882903821141198e+00;5.151515151515151381e-01
5.142851499776945445e+00;5.151515151515151381e-01
5.162471258950279918e+00;5.151515151515151381e-01
5.181757622035598310e+00;5.151515151515151381e-01
5.200723435009101614e+00;5.151515151515151381e-01
5.219379641514535706e+00;5.151515151515151381e-01
5.237070301614868306e+00;5.151515151515151381e-01
5.254666118067302882e+00;5.151515151515151381e-01
5.272115994059275224e+00;5.151515151515151381e-01
5.289385817656675037e+00;5.151515151515151381e-01
5.305783742458354268e+00;5.151515151515151381e-01
5.322162664300762458e+00;5.151515151515151381e-01
5.337784035571233154e+00;5.151515151515151381e-01
5.353471458581091191e+00;5.151515151515151381e-01
5.369135660114541686e+00;5.151515151515151381e-01
5.384041206442181426e+00;5.151515151515151381e-01
5.398343630399810245e+00;5.151515151515151381e-01
5.412829587130218556e+00;5.151515151515151381e-01
5.426704097716767983e+00;5.151515151515151381e-01
5.440082935748388415e+00;5.151515151515151381e-01
