# coef_V dim 2 stochastic 0
-9.701579904885450389e+01;-3.050496757071918807e-02;-2.021911038294632590e-04;-1.259958990473819540e-07;-2.642801533170313633e-10;1.437527275671330429e+00;5.280766844251161274e-06;6.390978690262727469e-06;9.363034791931568179e-10;-1.488118511394258547e-01;1.134216175913138613e-05;-5.774870359687156451e-07;2.278225170977066227e-02;-7.529108838610909515e-07;-3.876049604250919600e-03
-9.494363933397251287e+01;-1.269757359611229930e-01;-3.373390539525011889e-03;-9.424053463824577648e-06;-8.636009463103277994e-08;1.439660808177816165e+00;5.823952459209635890e-04;1.117616232466644988e-04;1.146781762884074851e-07;-1.488409056878490233e-01;1.324453267059766404e-06;-1.002436586539090513e-05;2.277490273967330836e-02;3.367389805220000198e-06;-3.874390108403957811e-03
-9.272699712178592790e+01;-2.233095833015710241e-01;-1.009959828791107128e-02;-5.325972943026613393e-05;-8.126830453036859581e-07;1.434101810152348833e+00;1.972907828310610512e-03;3.488645873233053862e-04;7.981579450699882727e-07;-1.480619109250813636e-01;-7.666854387622379363e-05;-3.107105431432444220e-05;2.264311957199094394e-02;1.707832220887439689e-05;-3.851296015995320232e-03
-9.041238635366200072e+01;-3.180849754378467509e-01;-1.992864462041499252e-02;-1.605187214011039032e-04;-3.321130322309073790e-06;1.422126632923780498e+00;4.090332068752644545e-03;7.138134553912323099e-04;2.718147035452034288e-06;-1.466162319673447456e-01;-2.173933838474084723e-04;-6.315942603940527533e-05;2.240916535815262733e-02;3.952439165999521720e-05;-3.810357667762609424e-03
-8.803875219760637094e+01;-4.101542861174509724e-01;-3.236225589856811524e-02;-3.600882221421741747e-04;-9.156388692588279810e-06;1.404923864051018434e+00;6.814942396395906599e-03;1.194678724839803863e-03;6.299885443539210428e-06;-1.446310244821500390e-01;-4.121351250780946884e-04;-1.050977294489996439e-04;2.209245491879574530e-02;6.941875852461976137e-05;-3.755268064814742957e-03
-8.563916204654013598e+01;-4.987448926268083227e-01;-4.691397230861849010e-02;-6.793403952491949838e-04;-2.001630770243068014e-05;1.383527541036346342e+00;1.000571472738265300e-02;1.770784010137305131e-03;1.064901901148829211e-05;-1.422198059362651534e-01;-6.501069083562072137e-04;-1.551818553444661575e-04;2.171091995606255765e-02;1.051325611092224221e-04;-3.688908712618399477e-03
-8.324035508164760699e+01;-5.834189116966825850e-01;-6.314618621107292995e-02;-1.143341416527388077e-03;-3.752762948261434417e-05;1.358849077147643136e+00;1.350048664965974865e-02;2.407524229823820860e-03;1.104116527717025065e-05;-1.394810138497550867e-01;-9.197520981061302336e-04;-2.115904160095993802e-04;2.127989957740927807e-02;1.448568262762961467e-04;-3.613769727410787169e-03
-8.086365855313898976e+01;-6.640550841637526958e-01;-8.069805938124563482e-02;-1.774638359716806946e-03;-6.319933886289597069e-05;1.331651125735166197e+00;1.709195492821002915e-02;3.041393285140969738e-03;-7.043702591857936568e-06;-1.364994752551229595e-01;-1.212217486642686026e-03;-2.745736743037241467e-04;2.081185255060047368e-02;1.865341192779368384e-04;-3.532244720116706205e-03
-7.852665771167464470e+01;-7.408449468854483300e-01;-9.931192323245507936e-02;-2.593379700269959898e-03;-9.893685008566244221e-05;1.302465497392048199e+00;2.044873695627558163e-02;3.543857901794567056e-03;-8.258979472319794013e-05;-1.333581250070761115e-01;-1.535890948185070215e-03;-3.567485431883454794e-04;2.031699855922841635e-02;2.253970448489184264e-04;-3.445295570230877402e-03
-7.624200556770703940e+01;-8.142748129143768665e-01;-1.188757274707326062e-01;-3.618325383676790352e-03;-1.493276940494059346e-04;1.271565099344615923e+00;2.290608045988662411e-02;3.641507574561941851e-03;-3.176601743151152846e-04;-1.301744495554979508e-01;-1.974353959019126137e-03;-5.284304292247909984e-04;1.979166930830000837e-02;2.383782320327654247e-04;-3.353931729337844558e-03
